Name der Klinik,Bewertung,Sternebewertung,Zufriedenheit,Polarity Level,Polarity Stimmung
DIAKOVERE Henriettenstift,"Bemüht, ja.... Ergebnis null..  Frau Dr. Fischer aus der Neurologie, dass muss hier geschrieben werden, ist ein Mensch ohne jegliche Empathie. Im Gegenteil, ein ganz schrecklicher Charakter!  Von dieser ""Ärztin"" will ich nie wieder behandelt werden, eher fluchte ich aus dem Krankenhaus.",2,Negativ,-0.6666666666666666,Negativ
DIAKOVERE Henriettenstift,Gut Arbeitet mit der Radiologie Georgsstrasse16 zusammen betr MRT.,4,Positiv,1.0,Positiv
DIAKOVERE Henriettenstift,"Ich kann die negativen Bewertungen überhaupt nicht verstehen - aber vielleicht hatte ich auch einfach nur Glück im Unglück, dass ich auf der Intensivstation (Station 20) gelandet bin. Ich habe mich zu jedem Zeitpunkt perfekt behandelt gefühlt, was vor allem Herrn Seiler geschuldet ist - vielen, vielen Dank für Ihre tolle Betreuung, Ihr kompetentes Auftreten zu jedem Zeitpunkt und Ihre ruhige und organisierte Art, selbst wenn die Station komplett voll war. Ich wünschte, es gäbe mehr Pfleger*innen wie Sie!",5,Positiv,0.19166666666666668,Positiv
DIAKOVERE Henriettenstift,"Wenn man als hilflose ältere Dame mit Demenz wie ein Stück Dreck behandelt werden möchte, dann sollte man diese Einrichtung aufsuchen.",1,Negativ,0.15000000000000002,Positiv
DIAKOVERE Henriettenstift,"Diese nix gut, sehr viel haram dort.",1,Negativ,0.5,Positiv
DIAKOVERE Henriettenstift,Nicht zu empfehlen verweigern Patienten die Behandlung  da sie aus gesundheitlichen Gründen nicht in der Lage sind Masken zu tragen. Ich nenne so etwas unterlassene hilfeleistung. Schämt euch!!!!,1,Negativ,0.0,Negativ
DIAKOVERE Henriettenstift,"Bei der früher nach Meniskusverletzungen durchgeführten Totalexstirpation eines Meniskus trat als Spätfolge der dann unphysiologisch hohen Belastung der Gelenkknorpel häufig eine Arthrose des Kniegelenks (Gonarthrose) auf. Heute ist man bei Meniskusrissen bemüht, möglichst wenig Material des Meniskus zu entfernen, bzw. bei Rissen an seiner dicken, durchbluteten Basis eine Reparatur mittels Naht durchzuführen. Quelle: Aumüller - Duale Reihe Anatomie - 2. Auflage",1,Negativ,-0.14166666666666666,Negativ
DIAKOVERE Henriettenstift,Ich bin Seher Dankbar. Nette und kompetente Personal. Vielen Dank,5,Positiv,0.6666666666666666,Positiv
DIAKOVERE Henriettenstift,Würde gern Null Sterne geben. Unfreundlich ohne Ende.  Die drohen einem. Absolute frwchhedieses KH .Diese Leitung von dem KH sollte  man erklären was Gesetze sind,1,Negativ,0.04999999999999999,Positiv
DIAKOVERE Henriettenstift,Völlig zufrieden... Danke an das Team der Station 6 alle super lieb und für einen da 👌das gleiche gilt für die Zeit auf der Wachstation... Ärzte top 👌👌👌Zimmer schön eingerichtet man fühlt sich dort gut aufgehoben 😊kann jedem das Krankenhaus weiter empfehlen...,5,Positiv,0.5,Positiv
DIAKOVERE Henriettenstift,Sehr schlechte Erfahrung bei dieser Krankenhaus gemacht habe.Ich Musst normalerweise die Bewertung angucken bevor ich hingehen.....,1,Negativ,-1.0,Negativ
DIAKOVERE Henriettenstift,"Ich habe in diesem Krankenhaus grauenhafte Erfahrungen gemacht, die mich mit Sicherheit für den Rest meines Lebens traumatisieren. Ich wurde im April 2020 mit dem RTW eingeliefert, nachdem ich mehrere Wochen typische Covid19-Symptome hatte. Zum Zeitpunkt meiner Einlieferung ging es mir unheimlich schlecht. Man stellte erhöhte Thrombosewerte fest und schloss per CT eine Lungenembolie aus. Danach kam ich auf ein Isolationszimmer. Das Personal war genau so lange freundlich, bis der PCR-Abstrich (nach über 5 Wochen!!) negativ war. Danach kümmerte sich niemand mehr um mich und untersuchte mich auch nicht weiter, obwohl es mir nach wie vor unglaublich schlecht ging. Ich war kaum in der Lage, auf die Toilette zu gehen oder selbstständig zu essen, bin mehrfach kollabiert, schlotterte stundenlang am ganzen Körper und litt unter Schmerzen, Herzproblemen, Atemnot, Schwindel und extremen Kaltschweißausbrüchen. Wenn ich den Rufknopf drückte, passierte meist mehrere Stunden gar nichts. Ärzte bekam ich fast nie zu Gesicht und wenn, dann wurde ich von ihnen arrogant belächelt. Ich war mutterseelenallein in diesem Zimmer und hatte zeitweise Angst zu sterben, aber mir hat niemand geholfen. Ich weiß nicht, ob sich das jemand vorstellen kann. Nachdem ich auf eine Normalstation verlegt wurde, wurde alles noch schlimmer. Ich habe noch nie in meinem Leben einen so unmenschlichen und arroganten Oberarzt getroffen! Für die Vermutung, dass Covid19 sich auf mein Nervensystem gelegt haben könnte, wurde ich ausgelacht. Wenn ich versuchte, den Arzt in seinem halbstündigen Vortrag zu unterbrechen, weil ich ihm bei einer Sache nicht zustimmte, verließ er einfach den Raum und wollte mich nicht weiter behandeln. Ohne weitere Anamnese diagnostizierte er (als allwissender Internist) eine Depression und weigerte sich, mich weiter zu untersuchen. Mit so etwas zurecht zu kommen, obwohl man kaum die Kraft hat zu sprechen, ist einfach eine Zumutung! Ich habe letztlich das Krankenhaus mit allerletzter Kraft auf eigene Gefahr verlassen, weil ich mich noch nie so allein und hilflos gefühlt habe. Im Zweifel lieber zuhause sterben. Natürlich hatte ich wirklich Covid19, wie sich später herausstellte. Meiner akuten Infektion folgten noch weitere Probleme wie eine Entzündung im Nervensystem, im Herzen und im Darm. Ich bin bis heute nicht gesund und das mit 29 Jahren. All meine Symptome sind mittlerweile bekannt. Hätte sich zum damaligen Zeitpunkt mal jemand mein Immunsystem genauer angesehen - vielleicht wäre alles weniger schlimm verlaufen. Ich habe Verständnis dafür, dass Ärzte nicht allwissend sind. Aber ich habe kein Verständnis für einen solchen Umgang mit Patienten! Insbesondere (junge) Frauen werden viel zu oft herablassend von männlichen Ärzten behandelt und schlichtweg nicht ernst genommen. Nicht jede Frau mit einem unauffälligen großen Blutbild hat automatisch eine Depression, liebe Herren Oberärzte. Ich hoffe, dass Sie ihre Ärzte in Zukunft diesbezüglich besser aufklären, damit niemand anderes eine so furchtbare Erfahrung machen muss!",1,Negativ,-0.12069892473118275,Negativ
DIAKOVERE Henriettenstift,"Also erstmal hatte ich einen Termin am 14. August zur op wurde leider abgesagt als ich schon zwei Stunden im Wartezimmer gewartet habe, dann wurde der Termin vom 28 auch verschoben, aber nun war er am 9.9. Hatte Angst vor der Op aber das Personal ist größtenteils lustig machen ihre Späße und sehr freundlich. Haben im aufwachraum immer nachgefragt wie es mit den Schmerzen ist und auf Station haben sie sich auch gut gekümmert. Herzlichen Dank an die Chirugische Ambulanz-, Anästhesie ,OP Personal und Station 5. Empfehle das Henriettenstift aufjedenfall weiter.",4,Positiv,0.4,Positiv
DIAKOVERE Henriettenstift,"Bitte bitte geh nicht bei schwangerschaft in dieses Krankenhaus, die denken nicht an euch aber an Geld 💰 💸 alle würden Operette (ceizerschnitt)  Doktor sind korrupt !!!!!!! Versicherung betrügen",1,Negativ,-0.5,Negativ
DIAKOVERE Henriettenstift,"Hilflose alte Menschen berichten, in der Nacht von Pflegepersonal geschlagen worden zu sein, auf Nachfrage wird es natürlich abgestritten seitens des betroffenen Pflegers. Mitpatienten können es bestätigen, interessiert nicht. Zur Pflegeerleichterung werden Patienten  fragwürdigen Interventionen unterzogen. Falsche oder gar keine Informationen an Angehörige. Wir haben noch aus dem Krankenzimner die Rettung gerufen und ein anderes Krankenhaus aufgesucht. Hoffentlich schafft es unser Angehöriger durchzukommen , nachdem er im Henri zu Schaden kam. Eine absolute Katastrophe! Nichts für wehrlose, alte Menschen.",1,Negativ,0.03958333333333333,Positiv
DIAKOVERE Henriettenstift,"Ich war heute bei der Notaufnahme und muss sagen, dass ich mich rundum respektvoll und kompetent behandelt gefühlt habe. Alle Ärzte, die mich behandelt haben waren total nett und sind professionell mit mir und meinen Ängsten umgegangen. Wenn jemals wieder Krankenhaus, dann hier. Ein großes Lob an alle Ärzte*innen und Pfleger*innen, die Tag und Nacht für die Patienten*innen da sind.",5,Positiv,0.675,Positiv
DIAKOVERE Henriettenstift,"Kompetente Ärzte, freundliches Personal. Hier fühlt man sich als Patient sehr gut aufgehoben.",5,Positiv,1.0,Positiv
DIAKOVERE Henriettenstift,"5 Tage dort gewesen wegen einer OP am Kreuzband die gut verlaufen ist ohne viele Schmerzen. Im OP Saal super freundliches Personal. Auf der Station hatte die Hälfte der Mitarbeiter kein bock da zu sein geschweige denn Interesse daran ihren Job richtig zu machen. Es gab nur zwei Pfleger die mir wirklich geholfen haben und freundlich waren. Das Essen ist echt absolut reudig. Bei der Entlassungen wurde ich auch sehr gestresst endlich zu gehen obwohl ich noch Physio hatte. Zum Glück war der ehrenwerte Pfleger Ali da, der mich noch zum Taxi gebracht hat und mich mit einem guten Gefühl nach hause geschickt hat. Stationsleben war echt mangelhaft aber mein Knie ist heile und darum geht's ja :))",3,Positiv,0.65,Positiv
DIAKOVERE Henriettenstift,"Guten Abend, Sehr geehrter Damen und Herren,  ich hoffe, es ist Ihnen wohl!  Leider mußte sich hier unser Vater angeblich aus überlebenswichtigen Gründen einer sogenannten Operation unterziehen, das sogar auch noch an der Prostate. Er ist leider überhaupt nicht über alternative Heilmethoden und natürliche Heilansätze aufgeklärt worden.Dies hat langfristig auch vorläufig zu einer Verschlechterung seines Gesundheitszustandes geführt. Das ist keine akzeptabel Handlung! In der Tat ist es schwerste Körperverletzung und Beihilfe zum Mord.  Bitte helfen Sie dabei, dies wieder gut zu machen und nachhaltig zu lösen. Danke vorab!  Ich wünsche eine gute Nacht mit gutem erholsamen Schlaf.  Herzliche Grüße,  Mariann-Regine Gerda Ursula Göke-Konstanz",1,Negativ,0.22777777777777775,Positiv
DIAKOVERE Henriettenstift,"Ich bin sehr enttäuscht ! Durch das Besuchs Verbot von Patienten, durch die Corona Maßnahmen, denkt das Personal nicht ein Stück mit ! Man gibt mittags für Patienten am Empfang persönliche Dinge ab , zb frische Wäsche, Hygienemittel etc. Und diese Sachen kommen erst Tage später beim Patienten an ! Mit der Begründung man hätte so viel zu tun ! Als ich dort die Sachen aufgegeben habe , standen im Eingang mehrerer Mitarbeiter der Krankenhauses rum , alle sagten die Sachen kommen gesammelt zu den Patienten! Leider war das nicht so! Meinem Angehörigen hatte man seine Sachen Tage verspätet gegeben , obwohl ich auf der Station nochmal angerufen habe , dass wichtige Dinge zb Medikamentenplan usw vom Patienten in der Tasche ist !!!  Was seit ihr für unfähige Menschen??? Schämt euch , gerade zu solchen Zeiten sollte man sorgfältig sein und mitdenken! Die Menschen  müssen schon genug durchmachen durch die Corona Maßnahmen! Sollte ich sowas in den nächsten Tagen noch einmal mitbekommen, wird die Öffentlichkeit mit Aufnahmen davon  in Kenntnis gesetzt werden ! Die Patienten kommen sich eh schon vor wie im knast ! Also arbeitet daran, dass die Menschen sich in solchen Situationen wohl fühlen !!! 24 h -36 h auf persönliche Dinge zu verzichten , nur weil die Prinzessinnen der Schwestern zu unfähig sind und die gestandenen Männer dazu !  Handeln Sie, bevor wir da draußen handeln und uns wehren, gegen die knast Verordnung der Krankenhausleitung !",1,Negativ,-0.10666666666666667,Negativ
DIAKOVERE Henriettenstift,Dem Daniel sdainbrecher ging es sehr gut,5,Positiv,1.0,Positiv
DIAKOVERE Henriettenstift,Ich kann die Station 5 empfehlen. Die Schwestern und Pfleger sind alle sehr nett und immer für ein da. Die Anestesisten so wie auch die Wachstation sind alle Supper Nett gewesen auch Die Chirugen Supper Nett. Auch Über das Essen kann man sich nicht Beschweren. Also ich würde Immer wieder dort Hin Gehen. Danke an das Team.,5,Positiv,0.5833333333333334,Positiv
DIAKOVERE Henriettenstift,"Leider haben auch wir über negative Erfahrungen zu berichten. Meine betagte, aber geistig völlig  einwandfreie Mutter von 84 Jahren, lag auf der Station 1 b.  Die ärztlichen Leistungen sind positiv hervorzuheben, vielen Dank dafür. Allerdings  wie auf den Stationen mit insbesondere betagten Patienten umgegangen wird,  ist ein absolutes Armutszeugnis für dieses ansonsten sehr gute Krankenhaus.  Bei allem Verständnis für den Personalmangel, aber es muß wohl nicht sein, dass hilfsbedürftige  alte Menschen nachts ewig lange warten müssen, wenn sie klingeln und Hilfe brauchen, dann von ungehaltenen Schwestern barsch behandelt und laut gemaßregelt werden, wenn es nicht schnell genug geht.  ""Kackstühle"" stehen lange Zeit  im Zimmer stinkend herum, bei geschlossenem Fenster, der Umgangston mit den Patienten ist mehr als unfreundlich, die ständige Maßregelung es wäre hier kein Hotel, sondern ein Krankenhaus, kann man sich sparen, wenn eine Patientin kurz davor ist, aus dem Bett zu stürzen, oder aber  jemand darum bittet den Tropf kurz abzustellen, da man auf die Toilette muß.   Auch die Kommunikation ist im Argen. Über Stunden werden die Patienten und Angehörigen im Unklaren über das weiteres Vorgehen gelassen, teilweise  ewig lange ohne Nahrungsaufnahme, nur um dann schließlich zu erfahren, das es an diesem Tage nichts  mehr mir der Untersuchung wird. Für alte Menschen eine absolute Zumutung.  Niemand weiß Bescheid und die Aussagen über das weitere Vorgehen widersprechen sich teilweise, so dass man als Patient, insbesondere betagter Patient, sehr verunsichert ist und ohne kompetente Angehörigen mit medizinischem Grundwissen völlig überfordert und aufgeschmissen sind.  Das sind leider sehr unschöne  Ereignisse gewesen, die allerdings auch schon von uns Ärzten gegenüber geäußert wurden, die es weiter geben wollten.  Wie gesagt,  für den Streß durch den Personalmangel, haben wir volles Verständnis. ABER man muß seinen Unmut nicht an den hilfsbedürftigen Patienten auslassen, die können am wenigsten dazu.",1,Negativ,0.024999999999999998,Positiv
DIAKOVERE Henriettenstift,"Empfangsdamen sehr nett und freundlich. Auf der Intensivstation die Pfleger und Ärzte sehr kompetent und dort hat man auch noch viel Information erhalten. Die Stationen Katastrophe. Das Personal braucht extrem lange bis Sie ins Zimmer kommen (zu viele Patienten zu wenig Personal), obwohl man geklingelt hat. Hier bekommt man keine Aufklärung als Angehöriger, was man beachten soll nach der OP, wie das weitere Vorgehen ist. Dazu kommt noch, dass man nach einer großen OP in ein Durchgangszimmer kommt wo ständig die Patienten gewechselt werden und man überhaupt nicht zu ruhe kommt. Das Essen ist furchtbar. Vollkost ist für mich etwas anderes. Essen verschwindet auch und man bekommt dann irgendwas anderes, was eigentlich nicht gut ist für den Magen/Darm Bereich. Hinterher wundert man sich warum man Durchfall bekommt als Patient.",1,Negativ,0.03500000000000001,Positiv
DIAKOVERE Henriettenstift,"Op Termin zugesagt bekommen, alle Vorbereitungen getroffen, duschen, Körper Haare rasiert,am Tag davor nicht essen und trinken nur Wasser. Zum Termin pünktlich erscheinen, Anfahrt 100km. Auf der Station aufgenommen und zur OP vorbereitet. Gewartet bis 16 Uhr. OP wurde für heute abgesagt, ich durfte wieder nach Hause fahren, 100km. Neu Termin vereinbart..... Ausser Spesen nichts gewesen. Der Fisch stinkt vom Kopf",1,Negativ,0.125,Positiv
DIAKOVERE Henriettenstift,"Reibungsloser Ablauf, Kompetentes Pflegepersonal, Freundlich zu den Patienten. Ich habe alles genau erklärt bekommen, meine Fragen würden Verständlich erklärt. An dem Tag wo der Eingriff bei mir gemacht würde, war die Taktung für das Personal sehr eng, sollte man vielleicht 1-2 Patienten weniger Aufnehmen um das Personal ein bisschen zu entlasten  Tolle Arbeit weiter so 👍👍👍  MfG Ratzinger",5,Positiv,0.6166666666666667,Positiv
DIAKOVERE Henriettenstift,Nach kurzem Chaos bei der Aufnahme hat alles gut geklappt. Nettes Personal das auf meine Bedürfnisse und Fragen nach Möglichkeit erfüllt und beantwortet. Weiter so. Kann ich nur empfehlen. 👍,4,Positiv,0.6,Positiv
DIAKOVERE Henriettenstift,Sehr nette und hilfsbereite Pfleger und Schwestern und Ärzte.gutes Gesamtpaket. Geben sich alle Mühe. Kleines Manko ist die Essensversorgung. Frühstück 9 Uhr Mittag 12 Uhr Abendessen 17/17:30. Geschmacklich gut.,5,Positiv,0.4,Positiv
DIAKOVERE Henriettenstift,"In der Notaufnahme hat das Krankenhaus einen guten Eindruck gemacht. Kurze Wartezeit und kompetente Behandlung. Stationär war es ein einziges Desaster, keine Ansprechpartner, niemand fühlt sich für Patienten zuständig, der Arzt hatte es offenbar leider sehr eilig und keine Zeit für Patientenanliegen. Falls jemand hier einen längeren Aufenthalt plant rate ich nur dazu, Nahrungsmittel mitzunehmen. Zum Frühstück und Abendbrot (9:45 Uhr, 17:00) gibt es lediglich zwei Scheiben Brot, beim Mittagessen, wo es laut Speiseplan Auswahl inklusive Dessert gibt, wird einfach irgendetwas vorgesetzt und das Dessert unterschlagen.",1,Negativ,0.4,Positiv
DIAKOVERE Henriettenstift,"Ich bin mit dem Personal äußerst zufrieden. Egal ob Narkose, Operation, aufwachen oder die Pflege auf der Station. Äußerst positiv überrascht! Zimmer sind in einem super Zustand (Station 5) Danke für den netten Aufenthalt",5,Positiv,0.5,Positiv
DIAKOVERE Henriettenstift,"Super Krankenhaus  Ich war auf Station 5. Ich wurde am Knie operiert. Was ein anderes Krankenhaus nicht geschafft hat, verlief hier tadellos. Und hier wurde man wie ein Mensch behandelt und nicht nur wie eine Nummer.  Eines der besten Krankenhäuser Hannovers. Ich kann es nur empfehlen. Der Mensch steht hier wirklich an erster Stelle.  Danke an alle Pfleger, Ärzte und OP Personal. Top Aufenthalt !",5,Positiv,0.3333333333333333,Positiv
DIAKOVERE Henriettenstift,Ein super Krankenhaus in dem sie sich absolut gut und kompetent  um einen kümmern. ALLES SUPER,5,Positiv,0.95,Positiv
DIAKOVERE Henriettenstift,"Die Radiologie befindet sich im Keller, was etwas gruselig ist. Das MRT wirkt dann umso mehr wie ein Sarg. Aber alles geht hier zügig voran und die Mitarbeiterinnen sind sehr freundlich.",4,Positiv,0.0,Negativ
DIAKOVERE Henriettenstift,"Sehr liebe Mitarbeiter allesamt, allerdings leider zu wenig Personal vorhanden",4,Positiv,0.5,Positiv
DIAKOVERE Henriettenstift,"Ich wurde als chirurgischer Notfall im Henriettenstift behandelt. Alle Mitarbeiter waren kompetent und freundlich, obwohl ich sehr aufgelöst war. Meine Angst wurde mir schnell genommen. Die negativen Eindrücke in den Bewertungen kann ich nicht teilen. Es sollte sich jeder sein eigenes Bild machen. Vielen Dank nochmal an das Team.",5,Positiv,0.11666666666666665,Positiv
DIAKOVERE Henriettenstift,"Unfassbar! Meine demenzkranke Mutter wurde in der Covid-Zeit eingeliefert. Ein COPD-Anfall. Natürlich wurde sie auf Covid untersucht. Als Angehörige wurde ich telefonisch abgewimmelt - Datenschutz! Ich würde vertröstet, keine Nachfragen zu Vorerkrankungen,  nach einer Patientenverfügung wurde ich nicht befragt. Tipps zum Umgang nicht weiter gegeben! Ich bin wirklich fassungslos!",1,Negativ,-0.125,Negativ
DIAKOVERE Henriettenstift,Ich wurde hier Operiert. Hatte extreme Ängste weil das mein erstes mal sein würde. Die Op Vorbereitung war super lustig die Narkoseärztin hat einen lustigen spruch nach dem anderen gemacht so das ich gar keine angst mehr hatte. Auch die Ärztin war sehr verantwortungsbewusst. Nur das Essen war nicht sehr appetitlich aber im ganzen bin ich zufrieden. Vielen Dank,4,Positiv,0.4444444444444444,Positiv
DIAKOVERE Henriettenstift,Sehr lange Wartezeiten,2,Negativ,0.0,Negativ
DIAKOVERE Henriettenstift,"Ich wurde als Notfallpatient in der Ambulanz aufgenommen und war rundherum beeindruckt. Ich wurde von einer sehr netten, fachkompetenten Ärztin behandelt und die Organisation war super. Leider musste ich auf die Überwachungsstation. Auch hier fühlte ich mich sehr gut aufgehoben. Alle waren super nett und motiviert. Sehr liebes Personal und kompetente Ärzte und Ärztinnen kümmerten sich um mich. Das Henriettenstift ist sehr zu empfehlen.",5,Positiv,0.5571428571428572,Positiv
DIAKOVERE Henriettenstift,"Bin gestern hier an der Schilddrüse operiert worden. Ich habe mich noch nie in einem Krankenhaus so gut aufgehoben gefühlt wie hier. Sabrina von der Aufnahme/Schleuse, der Transportdienst, die OP Leute, der Mitarbeiter im Aufwachraum und die Stationsleute von der 6: Ihr seid alle super! Meinen allerherzlichsten Dank! Bis zum Einschlafen wurde ich zum Lachen gebracht und im Aufwachraum ging der Spaß dann weiter!",5,Positiv,0.4,Positiv
DIAKOVERE Henriettenstift,Schwestern sind Top. Organisiert freundlich und klar. Ärzte hingegen sind schrecklich. Unorganisiert unverständnisvoll und unfreundlich!,2,Negativ,0.0,Negativ
DIAKOVERE Henriettenstift,Ich habe die Klinik als Notfall aufgesucht. Leider konnten die Ärzte  mein Erythema Migrans als solches nicht identifizieren. So wurde ich schwanger und mit starken Beschwerden wieder weggeschickt.,1,Negativ,0.0,Negativ
DIAKOVERE Henriettenstift,"Habe 3 Tage im henrierrenstift wegen einer OP verbracht, zunächst Stationen 5 dann Station 6 Es fällt sofort auf dass das Team sehr freundlich ist und sich wirklich um die Patienten kümmert. Man wird nicht wie eine Nummer behandelt sondern hat hier und da auch mal Zeit für persönliche Worte. Sogar bei der OP Vorbereitung werden Späße gemach - ist wirk entspannend. Nur das Essen hat mir nicht gut gefallen: offensichtlich wird hier sehr sparsam kalkuliert.",4,Positiv,0.44999999999999996,Positiv
DIAKOVERE Henriettenstift,"Ich hatte vergangenes Jahr eine sehr schwere Erkrankung und mir stand eine große Operation (plus eine Kleine) bevor. Ich wurde in fast allen Krankenhäusern Hannovers (mehr oder weniger erfolglos) behandelt und kam zuletzt in das Henriettenstift. Dort verbrachte ich zweimal mehrere Wochen auf der Chirugie Station. Ich bin unendlich dankbar für die großartige und sehr liebevolle Pflege des Personals und der hohen Qualität der Behandlung/Operation! Im Vergleich wirklich das beste Krankenhaus! Danke an das tolle Team der Chirugiestation, ihr leistet täglich Großartiges und rettet Leben!!!",5,Positiv,0.4571428571428572,Positiv
DIAKOVERE Henriettenstift,"Wir waren gestern in der Notaufnahme, ich habe die letzten Monate einige Krankenhäuser gesehen. Ich muss sagen es hat zwar sehr lange gedauert, aber es waren alle super nett. Es wurden etliche Untersuchungen gemacht um sicher zu stellen was es ist. Wir als Betreuung wurden auch mit genauso viel Herzlichkeit wie die Patienten aufgenommen!  Ich hatte ein sehr gutes Gefühl und fand meinen Vater sofort gut aufgehoben! Vielen Dank an das Personal für diese tolle Aufnahme und die super tolle Arbeit ich würde meine Familie sofort wieder dort hinbringen.",5,Positiv,0.5611111111111111,Positiv
DIAKOVERE Henriettenstift,Bei Problemen wird schnell geholfen.,4,Positiv,0.7,Positiv
DIAKOVERE Henriettenstift,"Ich war am Samstag mit meiner Tante in der Notaufnahme des Henriettenstifts. Wir wurden mit dem Rettungswagen eingeliefert. Meine Tante hatte den Verdacht auf Schlaganfall. 1.mussten wir erstmal fünf Minuten warten bevor überhaupt ein Pfleger kam,dann wurde meine Tante zur Untersuchung gebracht. 2. Mein Onkel wurde an der Information wirsch abgewunken. Die junge Dame dort war sehr unhöflich und hatte scheinbar nur ihr Handy im Auge. 3.Es waren nur zwei Pfleger und eine Assistenzärztin zu gegen. Der eine Pfleger wusste am Ende noch nicht einmal wer die Patientin war(ich oder meine Tante) Auf Ergebnisse einer Blutuntersuchung wurde nicht eingegangen. Auf Nachfrage hieß es nur,dass es wohl in Ordnung wäre,da die Ärztin nichts mehr gesagt hat. Auf diesen Bericht wurde dann fast eine Stunde gewartet.Sowas geht gar nicht. Die Ärztin war total überfordert. Nach mehrmaligen bitten um ein Glas Wasser hatte meine Tante dies immer noch nicht. Andere Maßnahmen wie ein MRT könnte vor Montag nicht durchgeführt werden,weil kein Arzt zu gehen wäre. Ein Unding meiner Meinung nach. Wenn man krank ist sollte man wohl lieber mit dem Kopf unter dem Arm kommen damit einem auch wirklich gleich geholfen wird. Ich kann das Henri wirklich nicht empfehlen.",1,Negativ,-0.11764705882352941,Negativ
DIAKOVERE Henriettenstift,Unfreundliche Ärzte und Krankenschwestern!! Lange  Wartezeiten !! 0 Einfühlsvermögen. EXTREM RASSISTISCH !!!! AUSLÄNDERFEINDLICHKEIT !! ICH MUSSTE MIT MEINEN NERVEN DIE AM ENDE WAREN 5 STUNDEN LANG WARTEN UND DURFTE DEN PATIENTEN (MEIN EHEPARTNER) IN DER NOTAUFNAHME ( UNTERSUCHUNGSRAUM) NICHT MAL BLICKEN. WEDER INFORMATION NOCH ERKLÄRUNGEN WURDEN WEITERGEGEBEN!! NACH MEHRMALIGE STREITEREIEN UND AUFFORDERUNGEN  UM NUR EINE WINZIGE KLEINE INFO ÜBER SEINEM ZUSTAND ZU KRIEGEN  HAT MICH UND MEINE NERVEN  5 STUNDEN LANG GEKOSTET !!!!!! ALS ICH ENDLICH MIT ACH UND KRACK REIN DURFTE WAR ER BEÄNGSTIGEND MIT EINER INFUSION ALLEINE WARTEND NACH EINER ÄRZTLICHE AUFKLÄRUNG !!! WOBEI JEDER ZWEITE REIN DURFTE !!!!  SO EIN MIST !! NOCH NIE SOWAS ERLEBT !!,1,Negativ,-0.23076923076923078,Negativ
DIAKOVERE Henriettenstift,Ich hab noch nie solch respektlose Mitarbeiter/innen gesehen. Einfach nur freches und absolut respektloses Verhalten. Ich würd am liebsten 0 Sterne geben.,1,Negativ,-0.14444444444444446,Negativ
DIAKOVERE Henriettenstift,"Ich war wegen ein OP am Srunggelenk dort. Mal ein ganz dickes Lob an das gesamte Personal. Alle egal ob Pflege oder Ärzte nehmen sich die Zeit um genau zu erklären was sie tun und warum und das ungefragt. Der kurze Stationäre Aufenthalt empfand ich als sehr angenehm. Die Zimmer sind modern und sehr sauber wie auch der Rest des Hauses. Alle sind stets freundlich und wirken zufrieden. Noch mal ein Danke an alle von Station 5, Anestesie und aus dem OP.",5,Positiv,0.18571428571428572,Positiv
DIAKOVERE Henriettenstift,"Ärzte für ein Gespräch nicht erreichbar. Schwestern total überfordert. Kenne einige Krankenhäuser, aber hier ??? MEINE MEINUNG : GEHT ÜBERHAUPT NICHT....",1,Negativ,-0.25,Negativ
DIAKOVERE Henriettenstift,"Hallo ich wurde vom Zoo Hannover zu Ihnen gebracht und muss sagen, ich fand mich zu jeder Zeit dort gut aufgehoben, betreut und versorgt. Vielen lieben Dank noch mal auch wenn es nur ein Nachmittag in der Notaufnahme war. Mit freundlichen Grüßen Ralf Gemeinhardt",5,Positiv,1.0,Positiv
DIAKOVERE Henriettenstift,Sehr gutes Personal... sehr nett.... op Aufklärung nur top...,5,Positiv,1.0,Positiv
DIAKOVERE Henriettenstift,Echte Teamplayer in der Notfallambulanz! Zugewandt und kompetent.,4,Positiv,1.0,Positiv
DIAKOVERE Henriettenstift,"War zur Schilddrüsenentfernung im Henri. Wurde vom Erstgespräch bis zur Entlassung gut betreut. Sehr gute OP-Aufklärung und Nachbetreuung, der Eingriff verlief ohne Probleme. Hätte mir allerdings gewünscht, dass das Pflegepersonal sich auch mal namentlich vorstellt. Verpflegung war völlig in Ordnung, ein Krankenhaus ist nun mal kein Sternelokal.",5,Positiv,0.4,Positiv
DIAKOVERE Henriettenstift,"Meine 80 jährige Oma wurde nach der Erstversorgung der Notaufnahme mit einem Kieferbruch und ihren blutverschmierten Klamotten auf dem Stationszimmer auf einen Stuhl gesetzt, von dem sie sich nicht selbst fortbewegen konnte. Man hatte sie bereits mehrere Stunden warten lassen, bis ich einen Pfleger darauf aufmerksam machte, jemand möge bitte kommen und zumindest ein frisches Nachthemd bringen. Dieser entgegnete völlig geistesabwesend, dass sich eine Schwester im nebenzimmer der Rezeption befinde. Was gerade ich mit dieser Information anfangen soll, ist fraglich. Nach Absprache mit der besagten Schwester, weiteren 45 min Wartens und der Notwendigkeit, den Notruf zu bedienen, welcher auch erst nach einer Viertelstunde wahrgenommen wurde, kam endlich die Schwester mit dem Nachthemd und Handtüchern. Insgesamt ein sehr nachlässiger, verantwortungsloser Umgang mit den Patienten und ein unsicheres Gefühl der Behandlung des Patienten. Schade.",1,Negativ,-0.36428571428571427,Negativ
